name,episode,season,imdb_url
Pygmoelian,242,11,https://www.imdb.com/title/tt0767446/ratings?ref_=tt_ov_rt
Bart to the Future,243,11,https://www.imdb.com/title/tt0767439/ratings?ref_=tt_ov_rt
Days of Wine and D'oh'ses,244,11,https://www.imdb.com/title/tt0767441/ratings?ref_=tt_ov_rt
Kill the Alligator and Run,245,11,https://www.imdb.com/title/tt0701143/ratings?ref_=tt_ov_rt
Last Tap Dance in Springfield,246,11,https://www.imdb.com/title/tt0767444/ratings?ref_=tt_ov_rt
"It's a Mad, Mad, Mad, Mad Marge",247,11,https://www.imdb.com/title/tt0701138/ratings?ref_=tt_ov_rt
Behind the Laughter,248,11,https://www.imdb.com/title/tt0701068/ratings?ref_=tt_ov_rt
Treehouse of Horror XI,249,12,https://www.imdb.com/title/tt0763040/ratings?ref_=tt_ov_rt
A Tale of Two Springfields,250,12,https://www.imdb.com/title/tt0701049/ratings?ref_=tt_ov_rt
Insane Clown Poppy,251,12,https://www.imdb.com/title/tt0701137/ratings?ref_=tt_ov_rt
Lisa the Tree Hugger,252,12,https://www.imdb.com/title/tt0701157/ratings?ref_=tt_ov_rt
Homer vs. Dignity,253,12,https://www.imdb.com/title/tt0763031/ratings?ref_=tt_ov_rt
The Computer Wore Menace Shoes,254,12,https://www.imdb.com/title/tt0701231/ratings?ref_=tt_ov_rt
The Great Money Caper,255,12,https://www.imdb.com/title/tt0701241/ratings?ref_=tt_ov_rt
Skinner's Sense of Snow,256,12,https://www.imdb.com/title/tt0762498/ratings?ref_=tt_ov_rt
HOM��,257,12,https://www.imdb.com/title/tt0762497/ratings?ref_=tt_ov_rt
Pokey Mom,258,12,https://www.imdb.com/title/tt0701197/ratings?ref_=tt_ov_rt
Worst Episode Ever,259,12,https://www.imdb.com/title/tt0701297/ratings?ref_=tt_ov_rt
Tennis the Menace,260,12,https://www.imdb.com/title/tt0701223/ratings?ref_=tt_ov_rt
Day of the Jackanapes,261,12,https://www.imdb.com/title/tt0701086/ratings?ref_=tt_ov_rt
New Kids on the Blecch,262,12,https://www.imdb.com/title/tt0701190/ratings?ref_=tt_ov_rt
"Hungry, Hungry Homer",263,12,https://www.imdb.com/title/tt0701130/ratings?ref_=tt_ov_rt
Bye Bye Nerdie,264,12,https://www.imdb.com/title/tt0701079/ratings?ref_=tt_ov_rt
Simpson Safari,265,12,https://www.imdb.com/title/tt0701213/ratings?ref_=tt_ov_rt
Trilogy of Error,266,12,https://www.imdb.com/title/tt0701288/ratings?ref_=tt_ov_rt
I'm Goin' to Praiseland,267,12,https://www.imdb.com/title/tt0701133/ratings?ref_=tt_ov_rt
Children of a Lesser Clod,268,12,https://www.imdb.com/title/tt0765966/ratings?ref_=tt_ov_rt
Simpsons Tall Tales,269,12,https://www.imdb.com/title/tt0766139/ratings?ref_=tt_ov_rt
Treehouse of Horror XII,270,13,https://www.imdb.com/title/tt0701284/ratings?ref_=tt_ov_rt
The Parent Rap,271,13,https://www.imdb.com/title/tt0701255/ratings?ref_=tt_ov_rt
Homer the Moe,272,13,https://www.imdb.com/title/tt0701116/ratings?ref_=tt_ov_rt
A Hunka Hunka Burns in Love,273,13,https://www.imdb.com/title/tt0701044/ratings?ref_=tt_ov_rt
The Blunder Years,274,13,https://www.imdb.com/title/tt0701226/ratings?ref_=tt_ov_rt
She of Little Faith,275,13,https://www.imdb.com/title/tt0701206/ratings?ref_=tt_ov_rt
Brawl in the Family,276,13,https://www.imdb.com/title/tt0701074/ratings?ref_=tt_ov_rt
Sweets and Sour Marge,277,13,https://www.imdb.com/title/tt0701221/ratings?ref_=tt_ov_rt
Jaws Wired Shut,278,13,https://www.imdb.com/title/tt0701141/ratings?ref_=tt_ov_rt
Half-Decent Proposal,279,13,https://www.imdb.com/title/tt0701104/ratings?ref_=tt_ov_rt
The Bart Wants What It Wants,280,13,https://www.imdb.com/title/tt0701225/ratings?ref_=tt_ov_rt
The Lastest Gun in the West,281,13,https://www.imdb.com/title/tt0701249/ratings?ref_=tt_ov_rt
The Old Man and the Key,282,13,https://www.imdb.com/title/tt0701252/ratings?ref_=tt_ov_rt
Tales from the Public Domain,283,13,https://www.imdb.com/title/tt0763038/ratings?ref_=tt_ov_rt
Blame It on Lisa,284,13,https://www.imdb.com/title/tt0763028/ratings?ref_=tt_ov_rt
Weekend at Burnsie's,285,13,https://www.imdb.com/title/tt0701291/ratings?ref_=tt_ov_rt
Gump Roast,286,13,https://www.imdb.com/title/tt0701103/ratings?ref_=tt_ov_rt
I Am Furious Yellow,288,13,https://www.imdb.com/title/tt0701132/ratings?ref_=tt_ov_rt
The Sweetest Apu,288,13,https://www.imdb.com/title/tt0701264/ratings?ref_=tt_ov_rt
Little Girl in the Big Ten,289,13,https://www.imdb.com/title/tt0701167/ratings?ref_=tt_ov_rt
The Frying Game,290,13,https://www.imdb.com/title/tt0701238/ratings?ref_=tt_ov_rt
Poppa's Got a Brand New Badge,291,13,https://www.imdb.com/title/tt0701196/ratings?ref_=tt_ov_rt
Treehouse of Horror XIII,292,14,https://www.imdb.com/title/tt0763041/ratings?ref_=tt_ov_rt
How I Spent My Strummer Vacation,293,14,https://www.imdb.com/title/tt0701129/ratings?ref_=tt_ov_rt
Bart vs. Lisa vs. the Third Grade,294,14,https://www.imdb.com/title/tt0701061/ratings?ref_=tt_ov_rt
Large Marge,295,14,https://www.imdb.com/title/tt0701150/ratings?ref_=tt_ov_rt
Helter Shelter,296,14,https://www.imdb.com/title/tt0701106/ratings?ref_=tt_ov_rt
The Great Louse Detective,297,14,https://www.imdb.com/title/tt0701240/ratings?ref_=tt_ov_rt
Special Edna,298,14,https://www.imdb.com/title/tt0701216/ratings?ref_=tt_ov_rt
The Dad Who Knew Too Little,299,14,https://www.imdb.com/title/tt0701233/ratings?ref_=tt_ov_rt
The Strong Arms of the Ma,300,14,https://www.imdb.com/title/tt0701218/ratings?ref_=tt_ov_rt
Pray Anything,301,14,https://www.imdb.com/title/tt0701199/ratings?ref_=tt_ov_rt
Barting Over,302,14,https://www.imdb.com/title/tt0701067/ratings?ref_=tt_ov_rt
I'm Spelling as Fast as I Can,303,14,https://www.imdb.com/title/tt0701134/ratings?ref_=tt_ov_rt
A Star Is Born-Again,304,14,https://www.imdb.com/title/tt0701046/ratings?ref_=tt_ov_rt
Mr. Spritz Goes to Washington,305,14,https://www.imdb.com/title/tt0701185/ratings?ref_=tt_ov_rt
C.E. D'oh,306,14,https://www.imdb.com/title/tt0793253/ratings?ref_=tt_ov_rt
'Scuse Me While I Miss the Sky,307,14,https://www.imdb.com/title/tt0701042/ratings?ref_=tt_ov_rt
Three Gays of the Condo,308,14,https://www.imdb.com/title/tt0701274/ratings?ref_=tt_ov_rt
"Dude, Where's My Ranch?",309,14,https://www.imdb.com/title/tt0701090/ratings?ref_=tt_ov_rt
Old Yeller-Belly,310,14,https://www.imdb.com/title/tt0701193/ratings?ref_=tt_ov_rt
"Brake My Wife, Please",311,14,https://www.imdb.com/title/tt0701073/ratings?ref_=tt_ov_rt
The Bart of War,312,14,https://www.imdb.com/title/tt0784544/ratings?ref_=tt_ov_rt
Moe Baby Blues,313,14,https://www.imdb.com/title/tt0701179/ratings?ref_=tt_ov_rt
Treehouse of Horror XIV,314,15,https://www.imdb.com/title/tt0701285/ratings?ref_=tt_ov_rt
My Mother the Carjacker,315,15,https://www.imdb.com/title/tt0701188/ratings?ref_=tt_ov_rt
The President Wore Pearls,316,15,https://www.imdb.com/title/tt0701256/ratings?ref_=tt_ov_rt
The Regina Monologues,317,15,https://www.imdb.com/title/tt0701258/ratings?ref_=tt_ov_rt
The Fat and the Furriest,318,15,https://www.imdb.com/title/tt0701235/ratings?ref_=tt_ov_rt
"Today, I Am a Clown",319,15,https://www.imdb.com/title/tt0701276/ratings?ref_=tt_ov_rt
'Tis the Fifteenth Season,320,15,https://www.imdb.com/title/tt0789632/ratings?ref_=tt_ov_rt
"Marge vs. Singles, Seniors, Childless Couples and Teens and Gays",321,15,https://www.imdb.com/title/tt0763034/ratings?ref_=tt_ov_rt
"I, (Annoyed Grunt)-Bot",322,15,https://www.imdb.com/title/tt0763032/ratings?ref_=tt_ov_rt
Diatribe of a Mad Housewife,323,15,https://www.imdb.com/title/tt0701088/ratings?ref_=tt_ov_rt
Margical History Tour,324,15,https://www.imdb.com/title/tt0784540/ratings?ref_=tt_ov_rt
Milhouse Doesn't Live Here Anymore,325,15,https://www.imdb.com/title/tt0701175/ratings?ref_=tt_ov_rt
Smart and Smarter,326,15,https://www.imdb.com/title/tt0701214/ratings?ref_=tt_ov_rt
The Ziff Who Came to Dinner,327,15,https://www.imdb.com/title/tt0701271/ratings?ref_=tt_ov_rt
Co-Dependent's Day,328,15,https://www.imdb.com/title/tt0701081/ratings?ref_=tt_ov_rt
The Wandering Juvie,329,15,https://www.imdb.com/title/tt0701268/ratings?ref_=tt_ov_rt
My Big Fat Geek Wedding,330,15,https://www.imdb.com/title/tt0701187/ratings?ref_=tt_ov_rt
Catch 'Em if You Can,331,15,https://www.imdb.com/title/tt0784101/ratings?ref_=tt_ov_rt
Simple Simpson,332,15,https://www.imdb.com/title/tt0701209/ratings?ref_=tt_ov_rt
The Way We Weren't,333,15,https://www.imdb.com/title/tt0784545/ratings?ref_=tt_ov_rt
Bart-Mangled Banner,334,15,https://www.imdb.com/title/tt0763027/ratings?ref_=tt_ov_rt
Fraudcast News,335,15,https://www.imdb.com/title/tt0763030/ratings?ref_=tt_ov_rt
Treehouse of Horror XV,336,16,https://www.imdb.com/title/tt0701286/ratings?ref_=tt_ov_rt
All's Fair in Oven War,337,16,https://www.imdb.com/title/tt0701051/ratings?ref_=tt_ov_rt
Sleeping with the Enemy,338,16,https://www.imdb.com/title/tt0784543/ratings?ref_=tt_ov_rt
She Used to Be My Girl,339,16,https://www.imdb.com/title/tt0701205/ratings?ref_=tt_ov_rt
Fat Man and Little Boy,340,16,https://www.imdb.com/title/tt0701096/ratings?ref_=tt_ov_rt
Midnight Rx,341,16,https://www.imdb.com/title/tt0784541/ratings?ref_=tt_ov_rt
Mommie Beerest,342,16,https://www.imdb.com/title/tt0763036/ratings?ref_=tt_ov_rt
Homer and Ned's Hail Mary Pass,343,16,https://www.imdb.com/title/tt0701113/ratings?ref_=tt_ov_rt
Pranksta Rap,344,16,https://www.imdb.com/title/tt0701198/ratings?ref_=tt_ov_rt
There's Something About Marrying,345,16,https://www.imdb.com/title/tt0757022/ratings?ref_=tt_ov_rt
On a Clear Day I Can't See My Sister,346,16,https://www.imdb.com/title/tt0701194/ratings?ref_=tt_ov_rt
Goo Goo Gai Pan,347,16,https://www.imdb.com/title/tt0701100/ratings?ref_=tt_ov_rt
Mobile Homer,348,16,https://www.imdb.com/title/tt0763035/ratings?ref_=tt_ov_rt
The Seven-Beer Snitch,349,16,https://www.imdb.com/title/tt0701260/ratings?ref_=tt_ov_rt
Future-Drama,350,16,https://www.imdb.com/title/tt0701099/ratings?ref_=tt_ov_rt
Don't Fear the Roofer,351,16,https://www.imdb.com/title/tt0701089/ratings?ref_=tt_ov_rt
The Heartbroke Kid,352,16,https://www.imdb.com/title/tt0701242/ratings?ref_=tt_ov_rt
A Star is Torn,353,16,https://www.imdb.com/title/tt0701047/ratings?ref_=tt_ov_rt
Thank God It's Doomsday,354,16,https://www.imdb.com/title/tt0701224/ratings?ref_=tt_ov_rt
Home Away from Homer,355,16,https://www.imdb.com/title/tt0701107/ratings?ref_=tt_ov_rt
"The Father, the Son and the Holy Guest Star",356,16,https://www.imdb.com/title/tt0701236/ratings?ref_=tt_ov_rt
Bonfire of the Manatees,357,17,https://www.imdb.com/title/tt0701071/ratings?ref_=tt_ov_rt
The Girl Who Slept Too Little,358,17,https://www.imdb.com/title/tt0701239/ratings?ref_=tt_ov_rt
Milhouse of Sand and Fog,359,17,https://www.imdb.com/title/tt0757020/ratings?ref_=tt_ov_rt
Treehouse of Horror XVI,360,17,https://www.imdb.com/title/tt0701287/ratings?ref_=tt_ov_rt
Marge's Son Poisoning,361,17,https://www.imdb.com/title/tt0757019/ratings?ref_=tt_ov_rt
See Homer Run,362,17,https://www.imdb.com/title/tt0784542/ratings?ref_=tt_ov_rt
The Last of the Red Hat Mamas,363,17,https://www.imdb.com/title/tt0701248/ratings?ref_=tt_ov_rt
The Italian Bob,364,17,https://www.imdb.com/title/tt0701244/ratings?ref_=tt_ov_rt
Simpson Christmas Stories,365,17,https://www.imdb.com/title/tt0782576/ratings?ref_=tt_ov_rt
Homer's Paternity Coot,366,17,https://www.imdb.com/title/tt0701125/ratings?ref_=tt_ov_rt
We're on the Road to D'oh-where,367,17,https://www.imdb.com/title/tt0758509/ratings?ref_=tt_ov_rt
My Fair Laddy,368,17,https://www.imdb.com/title/tt0773649/ratings?ref_=tt_ov_rt
The Seemingly Never-Ending Story,369,17,https://www.imdb.com/title/tt0776642/ratings?ref_=tt_ov_rt
Bart Has Two Mommies,370,17,https://www.imdb.com/title/tt0780424/ratings?ref_=tt_ov_rt
"Homer Simpson, This Is Your Wife",371,17,https://www.imdb.com/title/tt0701111/ratings?ref_=tt_ov_rt
Million Dollar Abie,372,17,https://www.imdb.com/title/tt0787753/ratings?ref_=tt_ov_rt
Kiss Kiss Bang Bangalore,373,17,https://www.imdb.com/title/tt0701146/ratings?ref_=tt_ov_rt
The Wettest Stories Ever Told,374,17,https://www.imdb.com/title/tt0795278/ratings?ref_=tt_ov_rt
Girls Just Want to Have Sums,375,17,https://www.imdb.com/title/tt0798764/ratings?ref_=tt_ov_rt
Regarding Margie,376,17,https://www.imdb.com/title/tt0800706/ratings?ref_=tt_ov_rt
The Monkey Suit,377,17,https://www.imdb.com/title/tt0800707/ratings?ref_=tt_ov_rt
Marge and Homer Turn a Couple Play,378,17,https://www.imdb.com/title/tt0809050/ratings?ref_=tt_ov_rt
"The Mook, the Chef, the Wife and Her Homer",379,18,https://www.imdb.com/title/tt0831239/ratings?ref_=tt_ov_rt
Jazzy and the Pussycats,380,18,https://www.imdb.com/title/tt0858309/ratings?ref_=tt_ov_rt
"Please Homer, Don't Hammer 'Em",381,18,https://www.imdb.com/title/tt0858310/ratings?ref_=tt_ov_rt
Treehouse of Horror XVII,382,18,https://www.imdb.com/title/tt0831240/ratings?ref_=tt_ov_rt
G.I. (Annoyed Grunt),383,18,https://www.imdb.com/title/tt0864054/ratings?ref_=tt_ov_rt
Moe'N'a Lisa,384,18,https://www.imdb.com/title/tt0888356/ratings?ref_=tt_ov_rt
Ice Cream of Margie (with the Light Blue Hair),385,18,https://www.imdb.com/title/tt0888355/ratings?ref_=tt_ov_rt
The Haw-Hawed Couple,386,18,https://www.imdb.com/title/tt0905908/ratings?ref_=tt_ov_rt
Kill Gil: Vols. 1 & 2,387,18,https://www.imdb.com/title/tt0893217/ratings?ref_=tt_ov_rt
The Wife Aquatic,388,18,https://www.imdb.com/title/tt0918024/ratings?ref_=tt_ov_rt
Revenge is a Dish Best Served Three Times,389,18,https://www.imdb.com/title/tt0918866/ratings?ref_=tt_ov_rt
Little Big Girl,390,18,https://www.imdb.com/title/tt0918865/ratings?ref_=tt_ov_rt
Springfield Up,391,18,https://www.imdb.com/title/tt0918868/ratings?ref_=tt_ov_rt
Yokel Chords,392,18,https://www.imdb.com/title/tt0959423/ratings?ref_=tt_ov_rt
Rome-Old and Julie-Eh,393,18,https://www.imdb.com/title/tt0918867/ratings?ref_=tt_ov_rt
Homerazzi,394,18,https://www.imdb.com/title/tt0918864/ratings?ref_=tt_ov_rt
Marge Gamer,395,18,https://www.imdb.com/title/tt0988495/ratings?ref_=tt_ov_rt
The Boys of Bummer,396,18,https://www.imdb.com/title/tt1019219/ratings?ref_=tt_ov_rt
Crook and Ladder,397,18,https://www.imdb.com/title/tt1017618/ratings?ref_=tt_ov_rt
Stop or My Dog Will Shoot!,398,18,https://www.imdb.com/title/tt0918869/ratings?ref_=tt_ov_rt
24 Minutes,399,18,https://www.imdb.com/title/tt0907538/ratings?ref_=tt_ov_rt
You Kent Always Say What You Want,400,18,https://www.imdb.com/title/tt1023430/ratings?ref_=tt_ov_rt
He Loves to Fly and He D'ohs,401,19,https://www.imdb.com/title/tt1103798/ratings?ref_=tt_ov_rt
The Homer of Seville,402,19,https://www.imdb.com/title/tt1103799/ratings?ref_=tt_ov_rt
Midnight Towboy,403,19,https://www.imdb.com/title/tt1112081/ratings?ref_=tt_ov_rt
I Don't Wanna Know Why the Caged Bird Sings,404,19,https://www.imdb.com/title/tt1111719/ratings?ref_=tt_ov_rt
Treehouse of Horror XVIII,405,19,https://www.imdb.com/title/tt1112082/ratings?ref_=tt_ov_rt
Little Orphan Millie,406,19,https://www.imdb.com/title/tt1137310/ratings?ref_=tt_ov_rt
Husbands and Knives,407,19,https://www.imdb.com/title/tt0992614/ratings?ref_=tt_ov_rt
Funeral for a Fiend,408,19,https://www.imdb.com/title/tt1137309/ratings?ref_=tt_ov_rt
Eternal Moonshine of the Simpson Mind,409,19,https://www.imdb.com/title/tt1147352/ratings?ref_=tt_ov_rt
E. Pluribus Wiggum,410,19,https://www.imdb.com/title/tt1157300/ratings?ref_=tt_ov_rt
That '90s Show,411,19,https://www.imdb.com/title/tt1166961/ratings?ref_=tt_ov_rt
"Love, Springfieldian Style",412,19,https://www.imdb.com/title/tt1178426/ratings?ref_=tt_ov_rt
The Debarted,413,19,https://www.imdb.com/title/tt1188966/ratings?ref_=tt_ov_rt
"Dial N"" for Nerder""",414,19,https://www.imdb.com/title/tt1191727/ratings?ref_=tt_ov_rt
Smoke on the Daughter,415,19,https://www.imdb.com/title/tt1206071/ratings?ref_=tt_ov_rt
Papa Don't Leech,416,19,https://www.imdb.com/title/tt1211739/ratings?ref_=tt_ov_rt
Apocalypse Cow,417,19,https://www.imdb.com/title/tt1215758/ratings?ref_=tt_ov_rt
Any Given Sundance,418,19,https://www.imdb.com/title/tt1225549/ratings?ref_=tt_ov_rt
Mona Leaves-a,419,19,https://www.imdb.com/title/tt1225550/ratings?ref_=tt_ov_rt
All About Lisa,420,19,https://www.imdb.com/title/tt1226562/ratings?ref_=tt_ov_rt
"Sex, Pies, and Idiot Scrapes",421,20,https://www.imdb.com/title/tt1289258/ratings?ref_=tt_ov_rt
Lost Verizon,422,20,https://www.imdb.com/title/tt1291175/ratings?ref_=tt_ov_rt
"Double, Double, Boy in Trouble",423,20,https://www.imdb.com/title/tt1291174/ratings?ref_=tt_ov_rt
Treehouse of Horror XIX,424,20,https://www.imdb.com/title/tt1291168/ratings?ref_=tt_ov_rt
Dangerous Curves,425,20,https://www.imdb.com/title/tt1291169/ratings?ref_=tt_ov_rt
Homer and Lisa Exchange Cross Words,426,20,https://www.imdb.com/title/tt1291170/ratings?ref_=tt_ov_rt
Mypods and Boomsticks,427,20,https://www.imdb.com/title/tt1291171/ratings?ref_=tt_ov_rt
The Burns and the Bees,428,20,https://www.imdb.com/title/tt1291172/ratings?ref_=tt_ov_rt
Lisa the Drama Queen,429,20,https://www.imdb.com/title/tt1291173/ratings?ref_=tt_ov_rt
"Take My Life, Please",430,20,https://www.imdb.com/title/tt1291155/ratings?ref_=tt_ov_rt
How the Test Was Won,431,20,https://www.imdb.com/title/tt1291156/ratings?ref_=tt_ov_rt
"No Loan Again, Naturally",432,20,https://www.imdb.com/title/tt1291157/ratings?ref_=tt_ov_rt
Gone Maggie Gone,433,20,https://www.imdb.com/title/tt1291158/ratings?ref_=tt_ov_rt
In the Name of the Grandfather,434,20,https://www.imdb.com/title/tt1291159/ratings?ref_=tt_ov_rt
Wedding for Disaster,435,20,https://www.imdb.com/title/tt1291160/ratings?ref_=tt_ov_rt
"Eeny Teeny Maya, Moe",436,20,https://www.imdb.com/title/tt1291161/ratings?ref_=tt_ov_rt
"The Good, the Sad and the Drugly",437,20,https://www.imdb.com/title/tt1291162/ratings?ref_=tt_ov_rt
Father Knows Worst,438,20,https://www.imdb.com/title/tt1291163/ratings?ref_=tt_ov_rt
Waverly Hills 9-0-2-1-(Annoying Grunt),439,20,https://www.imdb.com/title/tt1291164/ratings?ref_=tt_ov_rt
Four Great Women and a Manicure,440,20,https://www.imdb.com/title/tt1291165/ratings?ref_=tt_ov_rt
Coming to Homerica,441,20,https://www.imdb.com/title/tt1291166/ratings?ref_=tt_ov_rt
Homer the Whopper,442,21,
"Bart Gets a Z""""",443,21,
The Great Wife Hope,444,21,
Treehouse of Horror XX,445,21,
The Devil Wears Nada,446,21,
Pranks and Greens,447,21,
Rednecks and Broomsticks,448,21,
"O Brother, Where Bart Thou?",449,21,
Thursdays with Abie,450,21,
Once Upon a Time in Springfield,451,21,
Million Dollar Maybe,452,21,
Boy Meets Curl,453,21,
The Color Yellow,454,21,
Postcards From the Wedge,455,21,
Stealing First Base,456,21,
The Greatest Story Ever D'ohed,457,21,
American History X-cellent,458,21,
Chief of Hearts,459,21,
The Squirt and the Whale,460,21,
To Surveil With Love,461,21,
Moe Letter Blues,462,21,
The Bob Next Door,463,21,
Judge Me Tender,464,21,
Elementary School Musical,465,22,
Loan-a Lisa,466,22,
MoneyBART,467,22,
Treehouse of Horror XXI,468,22,
"Lisa Simpson, This Isn't Your Life",469,22,
The Fool Monty,470,22,
How Munched Is That Birdie in the Window?,471,22,
The Fight Before Christmas,472,22,
Donnie Fatso,473,22,
Moms I'd Like to Forget,474,22,
Flaming Moe,475,22,
Homer the Father,476,22,
The Blue and the Gray,477,22,
Angry Dad: The Movie,478,22,
The Scorpion's Tale,479,22,
A Midsummer's Nice Dream,480,22,
Love is a Many Strangled Thing,481,22,
The Great Simpsina,482,22,
The Real Housewives of Fat Tony,483,22,
Homer Scissorhands,484,22,
500 Keys,485,22,
The Ned-liest Catch,486,22,
The Falcon and the D'ohman,487,23,
Bart Stops to Smell the Roosevelts,488,23,
Treehouse of Horror XXII,489,23,
Replaceable You,490,23,
The Food Wife,491,23,
The Book Job,492,23,
The Man in the Blue Flannel Pants,493,23,
The Ten-Per-Cent-Solution,494,23,
Holidays of Future Passed,495,23,
"Politically Inept, with Homer Simpson",496,23,
The D'oh-cial Network,497,23,
Moe Goes from Rags to Riches,498,23,
The Daughter Also Rises,499,23,
At Long Last Leave,500,23,
Exit Through the Kwik-E-Mart,501,23,
How I Wet Your Mother,502,23,
"Them, Robot",503,23,
Beware My Cheating Bart,504,23,
A Totally Fun Thing That Bart Will Never Do Again,505,23,
The Spy Who Learned Me,506,23,
Ned 'N Edna's Blend,507,23,
Lisa Goes Gaga,508,23,
Moonshine River,509,24,
Treehouse of Horror XXIII,510,24,
Adventures in Baby-Getting,511,24,
Gone Abie Gone,512,24,
Penny-Wiseguys,513,24,
A Tree Grows in Springfield,514,24,
The Day the Earth Stood Cool,515,24,
"To Cur, with Love",516,24,
Homer Goes to Prep School,517,24,
A Test Before Trying,518,24,
Changing of the Guardian,519,24,
Love is a Many Splintered Thing,520,24,
Hardly Kirk-ing,521,24,
Gorgeous Grampa,522,24,
Black-eyed Please,523,24,
Dark Knight Court,524,24,
What Animated Women Want,525,24,
Pulpit Friction,526,24,
Whiskey Business,527,24,
The Fabulous Faker Boy,528,24,
The Saga of Carl,529,24,
Dangers on a Train,530,24,
What to Expect When Bart's Expecting,0,25,
The Man Who Came to Be Dinner,0,25,
Simpsorama,0,25,
Pay Pal,0,25,
Homerland,531,25,
Treehouse of Horror XXIV,532,25,
Four Regrettings and a Funeral,533,25,
Yolo,534,25,
Labor Pains,535,25,
The Kid is All Right,536,25,
Yellow Subterfuge,537,25,
White Christmas Blues,538,25,
Steal This Episode,539,25,
Married to the Blob,540,25,
Specs and the City,541,25,
Diggs,542,25,
The Man Who Grew Too Much,543,25,
The Winter of His Content,544,25,
The War of Art,545,25,
You Don't Have to Live Like a Referee,546,25,
Luca$,547,25,
Days of Future Future,548,25,
Brick Like Me,551,25,
